Unique Id; Longitude; Latitude
582;20.959559;32.708863
583;20.959558;32.708862
584;20.959098;32.7086
585;20.959098;32.7086
586;20.959097;32.708599
587;20.958655;32.708347
588;20.958655;32.708347
589;20.958654;32.708347
590;20.95819;32.708082
591;20.95819;32.708082
592;20.95819;32.708082
593;20.957804;32.707862
594;20.957803;32.707862
595;20.957803;32.707861
596;20.957444;32.707656
597;20.957443;32.707656
598;20.957443;32.707656
599;20.957033;32.707422
600;20.957033;32.707422
601;20.957032;32.707422
602;20.956633;32.707194
603;20.956632;32.707194
604;20.956632;32.707193
605;20.956107;32.706894
606;20.956106;32.706894
607;20.956106;32.706893
608;20.955636;32.706625
609;20.955635;32.706625
610;20.955635;32.706625
611;20.955235;32.706397
612;20.955234;32.706396
613;20.955234;32.706396
614;20.954834;32.706168
615;20.954834;32.706168
616;20.954833;32.706168
617;20.954429;32.705937
618;20.954429;32.705937
619;20.954428;32.705937
620;20.954059;32.705726
621;20.954058;32.705726
622;20.954058;32.705725
623;20.953557;32.70544
624;20.953557;32.70544
625;20.953557;32.705439
626;20.953025;32.705136
627;20.953025;32.705136
628;20.953024;32.705136
629;20.952601;32.704894
630;20.9526;32.704894
631;20.9526;32.704894
632;20.952257;32.704698
633;20.952256;32.704698
634;20.952256;32.704698
635;20.951798;32.704437
636;20.951798;32.704436
637;20.951797;32.704436
638;20.951456;32.704241
639;20.951455;32.704241
640;20.951455;32.704241
641;20.951012;32.703988
642;20.951012;32.703988
643;20.951011;32.703988
644;20.950605;32.703756
645;20.950604;32.703756
646;20.950604;32.703756
647;20.950214;32.703533
648;20.950213;32.703533
649;20.950213;32.703533
650;20.949837;32.703318
651;20.949837;32.703318
652;20.949836;32.703318
653;20.949395;32.703066
654;20.949395;32.703066
655;20.949395;32.703066
656;20.949009;32.702846
657;20.949009;32.702846
658;20.962587;32.708546
659;20.962587;32.708546
660;20.961983;32.708204
661;20.961982;32.708204
662;20.961982;32.708204
663;20.961609;32.707993
664;20.961609;32.707993
665;20.961609;32.707993
666;20.961097;32.707704
667;20.961096;32.707704
668;20.961096;32.707703
669;20.960677;32.707466
670;20.960676;32.707466
671;20.960676;32.707466
672;20.960219;32.707208
673;20.960219;32.707208
674;20.960219;32.707207
675;20.959769;32.706953
676;20.959769;32.706953
677;20.959768;32.706953
678;20.959289;32.706682
679;20.959289;32.706682
680;20.959288;32.706682
681;20.958907;32.706466
682;20.958907;32.706466
683;20.958906;32.706465
684;20.958535;32.706256
685;20.958534;32.706255
686;20.958534;32.706255
687;20.958135;32.70603
688;20.958135;32.706029
689;20.958134;32.706029
690;20.957728;32.705799
691;20.957727;32.705799
692;20.957727;32.705799
693;20.957195;32.705498
694;20.957194;32.705498
695;20.957194;32.705498
696;20.956726;32.705233
697;20.956726;32.705233
698;20.956725;32.705233
699;20.956317;32.705002
700;20.956317;32.705002
701;20.956317;32.705002
702;20.955923;32.704779
703;20.955922;32.704779
704;20.955922;32.704779
705;20.955516;32.704549
706;20.955515;32.704549
707;20.955515;32.704548
708;20.955146;32.70434
709;20.955146;32.70434
710;20.955146;32.70434
711;20.954628;32.704047
712;20.954628;32.704047
713;20.954628;32.704047
714;20.954095;32.703746
715;20.954095;32.703746
716;20.954095;32.703746
717;20.953668;32.703504
718;20.953668;32.703504
719;20.953667;32.703504
720;20.953321;32.703308
721;20.953321;32.703308
722;20.95332;32.703308
723;20.952859;32.703047
724;20.952859;32.703047
725;20.952859;32.703047
726;20.952519;32.702855
727;20.952519;32.702855
728;20.952518;32.702855
729;20.952081;32.702607
730;20.95208;32.702607
731;20.95208;32.702607
732;20.951663;32.702371
733;20.951663;32.702371
734;20.951663;32.702371
735;20.95126;32.702144
736;20.95126;32.702143
737;20.95126;32.702143
738;20.950896;32.701938
739;20.950896;32.701937
740;20.950895;32.701937
741;20.950447;32.701683
742;20.948177;32.712431
743;20.948177;32.712431
744;20.949309;32.710961
745;20.94931;32.71096
746;20.95038;32.70957
747;20.95038;32.709569
748;20.951425;32.708211
749;20.951426;32.70821
750;20.952468;32.706855
751;20.952469;32.706854
752;20.953557;32.70544
753;20.953557;32.705439
754;20.954628;32.704047
755;20.954628;32.704047
756;20.955704;32.702648
757;20.950694;32.713833
758;20.950695;32.713833
759;20.951833;32.712373
760;20.951834;32.712372
761;20.95291;32.710993
762;20.95291;32.710992
763;20.953968;32.709636
764;20.953969;32.709635
765;20.955008;32.708302
766;20.955009;32.708301
767;20.956106;32.706894
768;20.956106;32.706893
769;20.957194;32.705498
770;20.957195;32.705497
771;20.958268;32.70412
772;20.958268;32.70412
773;20.94643;32.711459
774;20.946431;32.711458
775;20.94756;32.709982
776;20.94756;32.709981
777;20.948628;32.708584
778;20.948629;32.708583
779;20.949666;32.707225
780;20.949667;32.707225
781;20.950713;32.705856
782;20.950714;32.705855
783;20.951797;32.704437
784;20.951798;32.704436
785;20.952859;32.703048
786;20.952859;32.703047
787;20.953915;32.701665
788;20.953915;32.701665
789;20.946883;32.711711
790;20.946883;32.71171
791;20.948013;32.710236
792;20.948014;32.710235
793;20.949083;32.70884
794;20.949083;32.708839
795;20.950124;32.707482
796;20.950124;32.707481
797;20.95117;32.706116
798;20.951171;32.706115
799;20.952256;32.704698
800;20.952257;32.704698
801;20.953321;32.703309
802;20.953321;32.703308
803;20.954382;32.701922
804;20.954383;32.701922
805;20.959601;32.704885
806;20.959601;32.704885
807;20.958535;32.706255
808;20.958534;32.706256
809;20.957444;32.707656
810;20.957443;32.707657
811;20.956347;32.709064
812;20.956347;32.709064
813;20.955315;32.710389
814;20.955314;32.71039
815;20.954255;32.711749
816;20.954255;32.71175
817;20.953182;32.713126
818;20.953181;32.713127
819;20.952045;32.714585
820;20.952045;32.714585
821;20.951573;32.714322
822;20.951573;32.714321
823;20.952722;32.71287
824;20.952722;32.712869
825;20.953808;32.711498
826;20.953808;32.711498
827;20.954878;32.710146
828;20.954878;32.710145
829;20.955924;32.708824
830;20.955924;32.708823
831;20.957033;32.707422
832;20.957033;32.707422
833;20.958134;32.70603
834;20.958135;32.706029
835;20.959215;32.704664
836;20.959215;32.704663
837;20.958804;32.704427
838;20.958804;32.704428
839;20.957728;32.705799
840;20.957727;32.705799
841;20.956633;32.707193
842;20.956632;32.707194
843;20.955529;32.708598
844;20.955529;32.708599
845;20.954487;32.709926
846;20.954486;32.709926
847;20.953422;32.711281
848;20.953422;32.711281
849;20.952342;32.712656
850;20.952341;32.712657
851;20.951197;32.714112
852;20.951197;32.714113
853;20.946072;32.711259
854;20.946072;32.711259
855;20.947205;32.709783
856;20.947205;32.709782
857;20.948276;32.708386
858;20.948277;32.708385
859;20.949317;32.70703
860;20.949318;32.707029
861;20.950368;32.705659
862;20.950369;32.705658
863;20.951455;32.704242
864;20.951456;32.704241
865;20.952518;32.702855
866;20.952519;32.702854
867;20.953574;32.701478
868;20.953574;32.701477
869;20.953139;32.701238
870;20.953139;32.701238
871;20.95208;32.702607
872;20.95208;32.702607
873;20.951012;32.703988
874;20.951012;32.703989
875;20.949918;32.705402
876;20.949918;32.705402
877;20.948859;32.706772
878;20.948858;32.706772
879;20.947812;32.708124
880;20.947812;32.708125
881;20.946733;32.709518
882;20.946733;32.709519
883;20.945593;32.710992
884;20.945593;32.710992
885;20.945226;32.710788
886;20.945226;32.710788
887;20.946357;32.709309
888;20.946358;32.709308
889;20.947428;32.707909
890;20.947429;32.707908
891;20.948466;32.706553
892;20.948466;32.706552
893;20.949519;32.705175
894;20.94952;32.705175
895;20.950604;32.703756
896;20.950605;32.703755
897;20.951663;32.702371
898;20.951663;32.702371
899;20.952709;32.701002
900;20.95271;32.701002
901;20.952293;32.700773
902;20.952292;32.700773
903;20.95126;32.702143
904;20.95126;32.702144
905;20.950213;32.703532
906;20.950213;32.703533
907;20.949139;32.704958
908;20.949139;32.704959
909;20.948095;32.706344
910;20.948094;32.706344
911;20.947068;32.707706
912;20.947068;32.707706
913;20.946008;32.709112
914;20.946007;32.709113
915;20.944887;32.710599
916;20.944887;32.710599
917;20.944438;32.710349
918;20.944438;32.710349
919;20.945574;32.708871
920;20.945574;32.70887
921;20.946649;32.70747
922;20.946649;32.70747
923;20.947688;32.706117
924;20.947689;32.706116
925;20.948748;32.704736
926;20.948749;32.704735
927;20.949836;32.703318
928;20.949837;32.703318
929;20.950896;32.701938
930;20.950896;32.701937
931;20.951939;32.700578
932;20.951939;32.700578
933;20.945158;32.708637
934;20.946226;32.707233
935;20.946227;32.707232
936;20.947258;32.705876
937;20.947259;32.705875
938;20.948313;32.704488
939;20.948314;32.704488
940;20.949395;32.703066
941;20.949395;32.703066
942;20.950446;32.701684
943;20.947904;32.704255
944;20.946863;32.705653
945;20.946862;32.705654
946;20.945847;32.707018
947;20.945846;32.707019
948;20.944798;32.708428
949;20.944798;32.708428
950;20.947221;32.711899
951;20.947221;32.711898
952;20.948353;32.710425
953;20.948353;32.710425
954;20.949423;32.709031
955;20.949424;32.709031
956;20.950466;32.707674
957;20.950467;32.707673
958;20.951513;32.706311
959;20.951513;32.70631
960;20.9526;32.704895
961;20.952601;32.704894
962;20.953667;32.703505
963;20.953668;32.703504
964;20.954734;32.702115
965;20.954734;32.702115
966;20.955167;32.702353
967;20.955167;32.702353
968;20.954095;32.703745
969;20.954095;32.703746
970;20.953025;32.705136
971;20.953025;32.705137
972;20.951936;32.706551
973;20.951935;32.706552
974;20.95089;32.70791
975;20.950889;32.707911
976;20.949845;32.709267
977;20.949844;32.709268
978;20.948773;32.710659
979;20.948772;32.71066
980;20.947639;32.712131
981;20.947639;32.712132
982;20.946618;32.713457
983;20.946617;32.713458
984;20.946617;32.713458
985;20.945621;32.714751
986;20.945621;32.714752
987;20.94562;32.714751
988;20.945234;32.714527
989;20.945233;32.714527
990;20.94487;32.714316
991;20.944869;32.714316
992;20.94445;32.714073
993;20.944449;32.714073
994;20.944081;32.713859
995;20.94408;32.713859
996;20.943665;32.713618
997;20.943664;32.713618
998;20.943246;32.713375
999;20.943246;32.713375
1000;20.943246;32.713375
1001;20.944238;32.712078
1002;20.944239;32.712078
1003;20.944239;32.712078
1004;20.945226;32.710788
1005;20.944239;32.712078
1006;20.944238;32.712078
1007;20.943826;32.711836
1008;20.943825;32.711836
1009;20.943826;32.711835
1010;20.944887;32.7106
1011;20.943665;32.713618
1012;20.943665;32.713618
1013;20.944629;32.712305
1014;20.944629;32.712304
1015;20.944629;32.712304
1016;20.945592;32.710993
1017;20.94408;32.713859
1018;20.94408;32.713858
1019;20.945063;32.712556
1020;20.945063;32.712556
1021;20.945063;32.712556
1022;20.94605;32.711248
1023;20.94605;32.711247
1024;20.944449;32.714073
1025;20.94445;32.714072
1026;20.945435;32.712772
1027;20.945435;32.712772
1028;20.945435;32.712772
1029;20.94643;32.711459
1030;20.94487;32.714316
1031;20.94487;32.714316
1032;20.945868;32.713024
1033;20.945868;32.713023
1034;20.945869;32.713023
1035;20.946882;32.711711
1036;20.945233;32.714527
1037;20.945234;32.714527
1038;20.946217;32.713226
1039;20.946217;32.713226
1040;20.946218;32.713225
1041;20.94722;32.711899
1042;20.944239;32.712078
1043;20.944629;32.712304
1044;20.94463;32.712305
1045;20.945063;32.712556
1046;20.945063;32.712556
1047;20.945435;32.712772
1048;20.945436;32.712772
1049;20.945868;32.713023
1050;20.945869;32.713024
1051;20.946217;32.713225
1052;20.946218;32.713226
1053;20.946617;32.713458
1054;20.946618;32.713458
1055;20.947214;32.713804
1056;20.947214;32.713804
1057;20.947214;32.713803
1058;20.948177;32.712432
1059;20.947214;32.713804
1060;20.947564;32.713994
1061;20.947565;32.713994
1062;20.947954;32.714206
1063;20.947954;32.714206
1064;20.948359;32.714426
1065;20.94836;32.714426
1066;20.948807;32.71467
1067;20.948808;32.71467
1068;20.949175;32.71487
1069;20.949176;32.71487
1070;20.949176;32.71487
1071;20.950203;32.71356
1072;20.950203;32.713559
1073;20.951346;32.7121
1074;20.951347;32.7121
1075;20.952427;32.710721
1076;20.952427;32.710721
1077;20.953488;32.709367
1078;20.953488;32.709366
1079;20.954534;32.708032
1080;20.954534;32.708031
1081;20.955635;32.706625
1082;20.955636;32.706625
1083;20.956725;32.705233
1084;20.956726;32.705233
1085;20.957805;32.703854
1086;20.957805;32.703854
1087;20.958242;32.703297
1088;20.958242;32.703296
1089;20.948807;32.71467
1090;20.948807;32.714669
1091;20.949831;32.713353
1092;20.949831;32.713352
1093;20.950968;32.711889
1094;20.950969;32.711888
1095;20.952043;32.710505
1096;20.952043;32.710505
1097;20.953097;32.709148
1098;20.953098;32.709147
1099;20.954139;32.707807
1100;20.954139;32.707806
1101;20.955234;32.706397
1102;20.955234;32.706396
1103;20.956317;32.705002
1104;20.956317;32.705002
1105;20.957392;32.703617
1106;20.957392;32.703617
1107;20.95781;32.703078
1108;20.957811;32.703078
1109;20.948359;32.714426
1110;20.948359;32.714426
1111;20.949393;32.713109
1112;20.949393;32.713108
1113;20.950538;32.711648
1114;20.950538;32.711647
1115;20.95162;32.710268
1116;20.951621;32.710267
1117;20.952681;32.708915
1118;20.952681;32.708914
1119;20.953731;32.707575
1120;20.953732;32.707574
1121;20.954833;32.706168
1122;20.954834;32.706168
1123;20.955922;32.704779
1124;20.955922;32.704778
1125;20.957006;32.703396
1126;20.957006;32.703395
1127;20.957547;32.702705
1128;20.957547;32.702705
1129;20.947954;32.714206
1130;20.947954;32.714206
1131;20.94899;32.712884
1132;20.94899;32.712883
1133;20.950134;32.711422
1134;20.950135;32.711422
1135;20.951216;32.71004
1136;20.951217;32.71004
1137;20.952276;32.708687
1138;20.952276;32.708687
1139;20.953327;32.707344
1140;20.953328;32.707344
1141;20.954428;32.705937
1142;20.954429;32.705937
1143;20.955515;32.704549
1144;20.955515;32.704548
1145;20.9566;32.703163
1146;20.9566;32.703162
1147;20.957638;32.701835
1148;20.957639;32.701835
1149;20.947564;32.713994
