Unique Id; Longitude; Latitude
1;20.887118;52.289438
2;20.886917;52.184594
3;21.12234;52.185104
4;21.125071;52.27773
5;21.338925;52.262455
6;21.423118;52.222083
7;21.799185;52.01478
8;21.780428;51.988948
9;20.871376;52.02472
10;20.889069;52.161505
